,dscrt_train,dscrt,N,H,space,kappa,kappa_T,sigma,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
115,1000,1000,3,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991696861132615,1.871887788227079e-07,2024-02-21 09:25:11,171.60341095924377,560.7947702407837
26,100,100,2,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993192466972267,1.9654883291308563e-07,2024-02-21 09:13:56,10.090274095535278,45.87426209449768
97,100,100,1,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989905265695063,1.9944299412259915e-07,2024-02-21 09:13:44,3.77958083152771,19.900917768478394
110,100,100,5,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991001206356098,1.856608261022637e-07,2024-02-21 09:24:40,23.005022525787354,124.58278322219849
20,1000,1000,1,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989692451350528,2.073420523443952e-07,2024-02-21 09:29:33,77.06708478927612,281.9504039287567
9,1000,1000,3,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9994603091761208,2.0713590496363675e-07,2024-02-21 09:22:33,86.15407037734985,486.2338697910309
10,1000,1000,1,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990456190592608,1.8984441612923287e-07,2024-02-21 09:35:23,162.74513721466064,542.987441778183
16,1000,1000,4,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991387410131526,1.88452325625465e-07,2024-02-21 09:32:43,244.089989900589,852.1344010829926
76,100,100,3,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9992981400274671,1.8433784211426406e-07,2024-02-21 09:18:12,12.789770603179932,48.00753593444824
78,100,100,4,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9997646954089044,2.061252687321835e-07,2024-02-21 09:21:17,10.734888792037964,81.76262903213501
6,1000,1000,2,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993293505594126,2.1094893081621614e-07,2024-02-21 09:33:40,93.28080558776855,357.92185044288635
109,100,100,1,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990268369692739,1.863576695017842e-07,2024-02-21 09:14:25,12.987267017364502,50.59261631965637
87,100,100,4,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989825399589403,1.7576242468291445e-07,2024-02-21 09:21:37,15.518299579620361,71.62897562980652
89,100,100,1,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990455100369653,1.7410242438572717e-07,2024-02-21 09:13:34,9.952461242675781,35.97176909446716
51,1000,1000,5,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990005081783668,1.7703635749208289e-07,2024-02-21 09:39:36,235.392817735672,1024.6145009994507
80,100,100,1,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989925503824915,1.8466247592279162e-07,2024-02-21 09:12:51,4.825805187225342,28.61550998687744
79,100,100,5,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989653781673739,1.940386116147333e-07,2024-02-21 09:25:11,16.262070894241333,131.73058247566223
34,1000,1000,5,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989532180846611,1.947771605251904e-07,2024-02-21 09:32:25,116.55977129936218,719.7191491127014
104,1000,1000,3,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989269344457975,1.981753732739656e-07,2024-02-21 09:22:13,84.17112493515015,469.86863684654236
116,1000,1000,2,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989509473153757,1.9691930481394097e-07,2024-02-21 09:34:00,92.61101222038269,349.6836006641388
8,1000,1000,3,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990010198554938,1.7844391042822132e-07,2024-02-21 09:25:01,167.10442519187927,556.0581586360931
11,1000,1000,2,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990266388109155,1.764116885285839e-07,2024-02-21 09:39:55,181.5950219631195,611.3533179759979
18,1000,1000,1,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989850647154094,1.8400905600338592e-07,2024-02-21 09:29:58,75.85537600517273,278.96718287467957
106,100,100,5,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.999017066047724,1.7519431928248315e-07,2024-02-21 09:24:45,23.398741722106934,128.96999740600586
25,1000,1000,1,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989971334338072,1.7606772678087507e-07,2024-02-21 09:36:04,164.51941061019897,551.7898571491241
96,100,100,4,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989526234379449,1.9509956419098033e-07,2024-02-21 09:21:44,10.729698181152344,82.47228980064392
70,100,100,2,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989813981284291,1.9144545266103013e-07,2024-02-21 09:13:31,10.132936000823975,46.79012870788574
30,1000,1000,4,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989917626521503,1.9441676957846587e-07,2024-02-21 09:23:24,81.88570737838745,464.26788210868835
31,100,100,2,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.998996438500184,1.7498464570968376e-07,2024-02-21 09:14:42,20.618595123291016,79.20014357566833
32,100,100,3,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.998994168950097,1.7557301763181483e-07,2024-02-21 09:18:40,12.719828367233276,48.01968336105347
72,100,100,3,0.5,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9989524605428879,1.9116898089446967e-07,2024-02-21 09:18:23,5.654431343078613,37.76437211036682
36,1000,1000,4,0.5,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990054165855701,1.774214768089302e-07,2024-02-21 09:23:40,134.16973638534546,437.33032059669495
101,1000,1000,3,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990538189482673,1.6520322782924632e-07,2024-02-21 09:21:34,130.71661734580994,387.1995530128479
85,100,100,5,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990445151265445,1.6532509832792589e-07,2024-02-21 09:25:13,23.66907525062561,127.24114108085632
111,1000,1000,2,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990743548875555,1.6715308394367072e-07,2024-02-21 09:39:58,183.422217130661,611.8015480041504
113,1000,1000,3,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991395960838172,1.8631158995568986e-07,2024-02-21 09:22:22,81.61110472679138,455.9461419582367
77,1000,1000,1,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990025673445286,1.8292526129516033e-07,2024-02-21 09:30:27,75.83330368995667,278.0614824295044
91,100,100,4,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990917249258799,1.669444809391705e-07,2024-02-21 09:21:37,15.508053064346313,72.08655309677124
74,100,100,3,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993293962911098,1.8155408046130657e-07,2024-02-21 09:18:55,5.774095058441162,38.09032416343689
93,1000,1000,2,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991927291525848,1.7931546900213682e-07,2024-02-21 09:34:31,92.7404899597168,350.13455152511597
86,100,100,1,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990602679724776,1.6341276336763188e-07,2024-02-21 09:13:19,12.114478588104248,48.48263216018677
98,100,100,5,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9992635853941049,1.856577540930513e-07,2024-02-21 09:25:15,16.58379626274109,134.81105136871338
59,100,100,2,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993048139909098,1.8335997022685606e-07,2024-02-21 09:17:24,6.141714811325073,39.21568274497986
119,100,100,4,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991979320549903,1.8781426686611753e-07,2024-02-21 09:22:14,10.693894386291504,81.72236680984497
29,1000,1000,5,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9992724081376423,1.8608985421174288e-07,2024-02-21 09:32:29,115.11321687698364,709.6223368644714
37,1000,1000,5,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990476306816533,1.6662544386978819e-07,2024-02-21 09:39:37,234.15721559524536,1014.5908544063568
44,1000,1000,4,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993083730043536,1.8460159942243262e-07,2024-02-21 09:31:16,167.1786813735962,810.4080836772919
17,100,100,1,0.7,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990068657458789,1.7621573213260825e-07,2024-02-21 09:13:21,4.844042539596558,29.491201162338257
13,1000,1000,1,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990484590101549,1.6759637450420393e-07,2024-02-21 09:35:53,163.3707776069641,541.8959300518036
27,1000,1000,4,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990825863017317,1.6683379500608556e-07,2024-02-21 09:27:02,162.33889293670654,592.7660689353943
67,100,100,2,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990527081475338,1.6548474734408102e-07,2024-02-21 09:14:43,19.767778873443604,80.75481700897217
65,100,100,3,0.7,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.999040589605263,1.6558869753604194e-07,2024-02-21 09:18:40,12.666452407836914,47.84149479866028
49,1000,1000,4,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.999685306249516,1.7705906301677042e-07,2024-02-21 09:23:44,80.47383856773376,461.26258754730225
28,1000,1000,5,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993131760493807,1.698149731721484e-07,2024-02-21 09:35:30,197.302668094635,789.5338656902313
68,1000,1000,5,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.999828027191984,1.7805468657316508e-07,2024-02-21 09:32:56,114.98393273353577,710.0065455436707
100,100,100,4,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-1.0002469486764498,1.759707668662267e-07,2024-02-21 09:22:14,10.755566120147705,82.04928970336914
40,100,100,1,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990538497309177,1.7373404149310158e-07,2024-02-21 09:13:41,3.7118382453918457,19.82672357559204
43,1000,1000,4,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990750661387687,1.5777216435677687e-07,2024-02-21 09:28:44,163.94126629829407,681.350029706955
94,1000,1000,2,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991476069382862,1.5662576929375306e-07,2024-02-21 09:39:13,144.51763010025024,466.69769287109375
108,100,100,4,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991106598413574,1.5631773498053156e-07,2024-02-21 09:22:07,15.503088235855103,71.75478911399841
92,1000,1000,3,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9997940605081819,1.801677737348364e-07,2024-02-21 09:19:38,59.222020626068115,311.695330619812
63,100,100,2,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991374662137668,1.5587185339865948e-07,2024-02-21 09:17:47,13.482865333557129,54.813146114349365
21,1000,1000,1,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990490448913052,1.7356707737129345e-07,2024-02-21 09:30:55,75.75958681106567,274.795218706131
22,100,100,5,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9996932613759646,1.7869032392993802e-07,2024-02-21 09:25:42,16.165815830230713,132.16218209266663
88,1000,1000,1,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9994872300341769,1.4975258570270926e-07,2024-02-21 09:36:15,160.87130665779114,536.6229605674744
75,100,100,3,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993031368737259,1.507308818025114e-07,2024-02-21 09:19:13,12.773758172988892,48.03739643096924
84,1000,1000,2,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9994615494417685,1.7470190780871223e-07,2024-02-21 09:35:34,63.62249755859375,329.7656877040863
14,100,100,1,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990619676973901,1.5663455713756787e-07,2024-02-21 09:13:53,12.061920881271362,49.228399991989136
57,100,100,2,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9997581003680971,1.7153877933779733e-07,2024-02-21 09:22:48,6.921842575073242,42.261435985565186
114,1000,1000,3,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990617112334487,1.5800892686907708e-07,2024-02-21 09:27:00,189.59024906158447,611.7888696193695
58,100,100,3,0.9,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-1.0000395689364674,1.8583410909560095e-07,2024-02-21 09:19:43,7.716951608657837,55.54639792442322
90,100,100,5,0.9,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991102784053181,1.575080696411683e-07,2024-02-21 09:25:44,23.606415033340454,127.42624068260193
24,1000,1000,1,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9996954115410835,1.4147871678918615e-07,2024-02-21 09:34:51,151.96346926689148,438.78789496421814
19,1000,1000,1,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991173325485126,1.607517039358724e-07,2024-02-21 09:28:46,62.01452589035034,168.95250248908997
23,100,100,5,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991474815964443,1.5345066498181067e-07,2024-02-21 09:25:33,22.35005760192871,118.0675835609436
4,100,100,5,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9998913082180936,1.7623405999820487e-07,2024-02-21 09:27:02,15.533248901367188,123.98823666572571
5,100,100,4,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9998989339187305,1.7245984296305405e-07,2024-02-21 09:23:04,9.6228506565094,71.42995595932007
71,100,100,2,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9993462665728037,1.8625406660573168e-07,2024-02-21 09:16:58,3.447531223297119,16.914238214492798
103,1000,1000,2,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9994808585653608,1.8147612871370352e-07,2024-02-21 09:19:00,57.234795570373535,255.02607655525208
69,1000,1000,5,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991870207334389,1.5371397623478513e-07,2024-02-21 09:34:27,189.18315935134888,728.4906935691833
47,100,100,1,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9995743945510736,1.4522989773400136e-07,2024-02-21 09:13:03,9.046341180801392,27.82965612411499
52,1000,1000,4,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9995601667681686,1.4392151420827968e-07,2024-02-21 09:26:35,164.91122007369995,533.8922555446625
53,100,100,1,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9990978647375797,1.6683772058344994e-07,2024-02-21 09:12:31,2.7854232788085938,11.247313976287842
54,100,100,2,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.999138141244339,1.5238318001925053e-07,2024-02-21 09:17:35,12.26165771484375,44.42631268501282
56,100,100,3,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-1.0005128283537157,1.7195828055594245e-07,2024-02-21 09:19:32,6.749359607696533,45.58387613296509
83,1000,1000,3,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-1.0003526928849744,1.7360233542469826e-07,2024-02-21 09:18:23,50.51737999916077,242.7893877029419
81,1000,1000,2,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991519910860488,1.5313051637534702e-07,2024-02-21 09:37:30,128.40107440948486,386.34337401390076
61,1000,1000,4,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-1.0001503813732617,1.711384195781745e-07,2024-02-21 09:29:51,152.10413789749146,702.9892871379852
62,1000,1000,5,1.0,sig,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-1.000268674114157,1.749440316031479e-07,2024-02-21 09:31:53,107.48316931724548,641.1121768951416
64,100,100,3,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9992192895418699,1.5164058817038689e-07,2024-02-21 09:19:49,14.492518901824951,55.37508511543274
105,100,100,4,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9992900032019973,1.5035479469636412e-07,2024-02-21 09:22:24,14.320754766464233,60.66565775871277
95,1000,1000,3,1.0,log,0.001,0.1,0.02,1.0,,3,101,2048,4096,0.1,32,1048576,tX,-0.9991323545348785,1.5378528814120464e-07,2024-02-21 09:20:50,121.39738368988037,321.40476846694946
