,dscrt_train,dscrt,N,H,space,kappa,kappa_T,sigma,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
112,1000,1000,3,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0010835034621948,2.0149420339866353e-07,2024-02-13 18:33:15,53.569403648376465,518.132093667984
15,1000,1000,4,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0020806378838465,2.076123766107569e-07,2024-02-13 18:34:20,31.17856454849243,451.18382382392883
45,1000,1000,5,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.001442615403197,2.106195920990693e-07,2024-02-13 18:48:11,55.987419843673706,1091.5533282756805
73,100,100,3,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0263226710506295,1.7177526964306822e-07,2024-02-13 18:23:12,2.4847395420074463,38.05747675895691
1,1000,1000,1,0.25,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9993921266661878,2.0574608873850555e-07,2024-02-13 18:33:16,75.817702293396,552.0866408348083
3,1000,1000,2,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.000341070619072,2.124936381048276e-07,2024-02-13 18:29:44,44.13955807685852,357.51919293403625
66,100,100,3,0.25,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0258203486541564,6.088580084771916e-07,2024-02-13 18:22:43,5.118557691574097,48.82026696205139
7,1000,1000,1,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9994710676445364,2.095508634590825e-07,2024-02-13 18:27:59,38.40005946159363,276.140832901001
117,100,100,1,0.25,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0268507662508053,3.3212669223305287e-07,2024-02-13 18:22:20,4.559339284896851,36.63965916633606
12,1000,1000,2,0.25,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9993589723172567,1.9623921090074472e-07,2024-02-13 18:29:02,48.1513307094574,326.37307691574097
42,1000,1000,5,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9992604866131714,1.9102768850207324e-07,2024-02-13 18:47:45,83.89836311340332,1043.676500082016
46,100,100,4,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1559390862623315,9.560489607283081e-07,2024-02-13 18:27:52,6.288325309753418,76.27130246162415
39,100,100,3,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.025636707497455,2.2902985133375874e-07,2024-02-13 18:22:56,2.602208375930786,39.65338659286499
2,1000,1000,2,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.999269825477198,1.9294508527147128e-07,2024-02-13 18:29:04,48.53963112831116,324.28193068504333
99,100,100,5,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0304658876415078,2.4683156906361214e-07,2024-02-13 18:29:45,5.299139022827148,130.43640685081482
35,1000,1000,4,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.000137896109895,2.0795175584918012e-07,2024-02-13 18:35:28,32.686925411224365,470.21022939682007
50,1000,1000,5,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0001667736362219,2.0662163342123888e-07,2024-02-13 18:47:32,55.13045144081116,1049.9381799697876
33,100,100,2,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0027607883699723,2.2263557717984554e-07,2024-02-13 18:23:05,7.800419569015503,76.63172173500061
115,1000,1000,3,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9991977905481659,1.919005113101198e-07,2024-02-13 18:36:36,84.78577494621277,687.7641956806183
26,100,100,2,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0246282171816925,2.724918504218165e-07,2024-02-13 18:22:26,4.306788444519043,42.40606093406677
97,100,100,1,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0061650140060077,2.1845293283554858e-07,2024-02-13 18:22:16,3.6583409309387207,33.7193329334259
110,100,100,5,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1692999055581312,9.938905497777927e-07,2024-02-13 18:29:43,8.120483636856079,125.82731819152832
20,1000,1000,1,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9995759217898642,2.170892003850728e-07,2024-02-13 18:25:30,20.606335639953613,157.45268535614014
9,1000,1000,3,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.000159869483475,2.0309710050532848e-07,2024-02-13 18:33:28,54.421030044555664,527.3578026294708
10,1000,1000,1,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990633532727806,1.8707819108682395e-07,2024-02-13 18:33:07,75.34854483604431,543.7852747440338
16,1000,1000,4,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990910322471879,1.8683283502040833e-07,2024-02-13 18:34:15,53.814552545547485,429.8082044124603
76,100,100,3,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0483086961843429,7.177885406938501e-07,2024-02-13 18:23:26,4.917030096054077,48.15232706069946
78,100,100,4,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0283764845161447,2.398868678608231e-07,2024-02-13 18:28:01,4.112321615219116,85.62148571014404
6,1000,1000,2,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9997439097543009,2.1129040015031826e-07,2024-02-13 18:26:35,22.158194541931152,205.20417952537537
109,100,100,1,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.3187368638552424,8.634420122698888e-07,2024-02-13 18:22:54,7.134874582290649,67.09401965141296
87,100,100,4,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1576082424693783,7.981876652180119e-07,2024-02-13 18:27:52,6.25058126449585,75.69946646690369
89,100,100,1,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1528271198880133,1.726305421106695e-06,2024-02-13 18:22:54,7.22783088684082,67.3777346611023
51,1000,1000,5,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990279530360562,1.7939254829389994e-07,2024-02-13 18:51:39,116.18387603759766,1228.4218122959137
80,100,100,1,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0082545224653794,2.2237901267472741e-07,2024-02-13 18:22:16,3.66304874420166,33.03753304481506
79,100,100,5,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0281615151737504,3.1153519599066124e-07,2024-02-13 18:30:15,5.304168462753296,130.3666431903839
34,1000,1000,5,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9996507186392926,2.0580616371098738e-07,2024-02-13 18:48:10,55.240580797195435,1083.737782716751
104,1000,1000,3,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9995495794750353,2.0166557138498688e-07,2024-02-13 18:33:29,53.724825859069824,528.3562438488007
116,1000,1000,2,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9995495270107033,2.041493039586749e-07,2024-02-13 18:29:51,44.22500562667847,354.2133243083954
8,1000,1000,3,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990230924072123,1.7789050628919814e-07,2024-02-13 18:36:48,84.75502181053162,698.3093621730804
11,1000,1000,2,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9989984451501005,1.771236105394734e-07,2024-02-13 18:29:21,49.95843768119812,336.0984904766083
18,1000,1000,1,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9995209018925828,2.105102523922233e-07,2024-02-13 18:25:32,20.351046085357666,158.9870662689209
106,100,100,5,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9713087249504835,2.0557967906244906e-06,2024-02-13 18:30:11,8.084463834762573,123.85355949401855
25,1000,1000,1,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9991797359649152,1.8422184342780006e-07,2024-02-13 18:36:51,57.38961935043335,398.9060654640198
96,100,100,4,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0273177024689448,2.9330957482702054e-07,2024-02-13 18:27:57,4.067827939987183,83.62870454788208
70,100,100,2,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0191265878608364,2.713842844701256e-07,2024-02-13 18:22:27,4.271325588226318,43.29501128196716
30,1000,1000,4,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9996284540626268,2.0540276935124073e-07,2024-02-13 18:40:59,64.60778141021729,759.9686546325684
31,100,100,2,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0008811419877972,1.84203037757774e-07,2024-02-13 18:23:04,7.7856996059417725,76.03175592422485
32,100,100,3,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1476058755347092,8.066114696184084e-07,2024-02-13 18:22:30,4.96309757232666,47.725008726119995
72,100,100,3,0.5,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.02674654927394,3.058672967042636e-07,2024-02-13 18:22:18,2.481888771057129,37.88790512084961
36,1000,1000,4,0.5,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990226209417014,1.772659882328938e-07,2024-02-13 18:42:11,92.2981927394867,814.0363874435425
101,1000,1000,3,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990753726198296,1.6813469690559596e-07,2024-02-13 18:38:31,103.21084523200989,766.9732582569122
85,100,100,5,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1205134920162834,7.132418596167567e-07,2024-02-13 18:30:42,8.143781900405884,124.66025686264038
111,1000,1000,2,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.999026675156831,1.6694818842746522e-07,2024-02-13 18:29:34,49.63174271583557,331.7946538925171
113,1000,1000,3,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9999225292585027,1.9724820443428855e-07,2024-02-13 18:29:15,25.937809944152832,309.13579988479614
77,1000,1000,1,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.999594570841889,2.0378576547653427e-07,2024-02-13 18:25:37,20.503745794296265,160.80564403533936
91,100,100,4,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.2113366328515178,8.500589571916363e-07,2024-02-13 18:27:49,6.233458518981934,74.01251029968262
74,100,100,3,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0230361473283318,3.280567181853374e-07,2024-02-13 18:22:18,2.501429319381714,37.90553116798401
93,1000,1000,2,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9996813918252339,1.944908905629394e-07,2024-02-13 18:30:04,43.75168299674988,354.4419617652893
86,100,100,1,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1458501463320208,9.670732790440203e-07,2024-02-13 18:22:55,7.222265243530273,68.04626631736755
98,100,100,5,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0280727625165298,3.630527403399862e-07,2024-02-13 18:30:46,5.335591793060303,130.5078547000885
59,100,100,2,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0185427622357937,2.8830715343509596e-07,2024-02-13 18:22:27,4.267582893371582,43.471129179000854
119,100,100,4,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0301738586600138,3.9905442198520844e-07,2024-02-13 18:27:57,3.940708875656128,83.13200974464417
29,1000,1000,5,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0000143372190702,2.042120852758701e-07,2024-02-13 18:47:26,54.0684609413147,1032.4610033035278
37,1000,1000,5,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9993065062742337,1.843197004213126e-07,2024-02-13 18:51:50,118.3804121017456,1228.482940196991
44,1000,1000,4,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.99983411426842,1.965049731756294e-07,2024-02-13 18:35:11,31.363795518875122,450.799711227417
17,100,100,1,0.7,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0052966789122806,1.9788016026932288e-07,2024-02-13 18:22:17,3.696641445159912,34.02219748497009
13,1000,1000,1,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9992033671014546,1.836003178480783e-07,2024-02-13 18:34:06,87.3296902179718,584.4874820709229
27,1000,1000,4,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9992708809455001,1.7443381747634254e-07,2024-02-13 18:42:04,92.09532141685486,798.8890564441681
67,100,100,2,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.248310649144925,8.921321153261718e-07,2024-02-13 18:23:04,7.789698123931885,76.18767070770264
65,100,100,3,0.7,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.3406736324816517,1.1667549026771214e-06,2024-02-13 18:22:30,4.8978376388549805,47.69981026649475
49,1000,1000,4,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0007046511461133,2.0022696169449293e-07,2024-02-13 18:40:36,42.87990856170654,696.4830479621887
28,1000,1000,5,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9992619540818805,1.639550537019248e-07,2024-02-13 18:44:22,70.59292769432068,797.777839422226
68,1000,1000,5,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0007200604212414,2.0319700613467505e-07,2024-02-13 18:42:24,40.82887506484985,708.8481922149658
100,100,100,4,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0234765740500322,3.5871800731516116e-07,2024-02-13 18:27:28,4.020106315612793,84.45919966697693
40,100,100,1,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0070812387160424,1.9802811938218128e-07,2024-02-13 18:22:16,3.6425352096557617,33.679930448532104
43,1000,1000,4,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9991985273252418,1.605114948694627e-07,2024-02-13 18:35:52,54.22496438026428,432.83266830444336
94,1000,1000,2,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.001086389556686,2.161825432745743e-07,2024-02-13 18:34:59,81.95473146438599,607.0862736701965
108,100,100,4,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1802982168167042,6.983320920301428e-07,2024-02-13 18:27:17,6.428022146224976,72.45777702331543
92,1000,1000,3,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0001299717893042,1.8904806403574617e-07,2024-02-13 18:35:00,53.17858958244324,524.9498739242554
63,100,100,2,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.4192273481631015,7.323636982042609e-07,2024-02-13 18:23:03,7.718888998031616,75.351726770401
21,1000,1000,1,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9994363003482079,1.7876996058158623e-07,2024-02-13 18:28:08,38.441014766693115,276.67854475975037
22,100,100,5,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0292320782101028,3.864293499918272e-07,2024-02-13 18:31:16,5.312294244766235,130.93115973472595
88,1000,1000,1,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9997393682348845,1.8210136103557632e-07,2024-02-13 18:33:18,75.89697885513306,544.7130563259125
75,100,100,3,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1395560556718642,9.065674355081079e-07,2024-02-13 18:22:30,4.900935888290405,47.73210048675537
84,1000,1000,2,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0002111722735803,1.9512306018395951e-07,2024-02-13 18:30:01,43.60455918312073,351.5237879753113
14,100,100,1,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1877051884082568,8.425380121949341e-07,2024-02-13 18:22:53,7.118341684341431,66.61308574676514
57,100,100,2,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0193787352776436,2.9771791264300197e-07,2024-02-13 18:22:27,4.295494318008423,43.51671123504639
114,1000,1000,3,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.999135865703192,1.5932456797159067e-07,2024-02-13 18:31:20,52.91069960594177,392.53626918792725
58,100,100,3,0.9,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0220942822401873,3.2582528414080726e-07,2024-02-13 18:22:18,2.4783291816711426,38.08744239807129
90,100,100,5,0.9,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.1280468681145002,4.6201360434943253e-07,2024-02-13 18:30:41,8.093387842178345,124.20814490318298
24,1000,1000,1,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9997528467312539,1.7737334270145187e-07,2024-02-13 18:31:31,73.90232253074646,446.5144546031952
19,1000,1000,1,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9995437201758747,1.8139663615024614e-07,2024-02-13 18:26:15,35.601391315460205,171.99985313415527
23,100,100,5,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.19749896661117,1.132635978364347e-06,2024-02-13 18:24:40,10.976236820220947,136.76810574531555
4,100,100,5,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0292567625775075,4.4318167943090454e-07,2024-02-13 18:24:42,7.88300347328186,128.29449582099915
5,100,100,4,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0272986489372269,3.877339145252345e-07,2024-02-13 18:28:12,3.6963038444519043,71.57363438606262
71,100,100,2,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0164329690023655,2.756718317738087e-07,2024-02-13 18:22:33,1.9449005126953125,17.496833562850952
103,1000,1000,2,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0006556128702728,1.925232126252377e-07,2024-02-13 18:26:03,21.33441472053528,147.7850592136383
69,1000,1000,5,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9990648109283992,1.5379092321864744e-07,2024-02-13 18:47:12,81.79408073425293,944.1480283737183
47,100,100,1,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.13489705771414,6.292437538207733e-07,2024-02-13 18:22:40,6.9262871742248535,54.12188792228699
52,1000,1000,4,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9991988983804385,1.550696838372512e-07,2024-02-13 18:37:41,65.6317892074585,510.0747423171997
53,100,100,1,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0084669717939612,2.0077426760151413e-07,2024-02-13 18:22:03,3.350369453430176,21.016029119491577
54,100,100,2,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.2581641244683095,3.326004107935153e-07,2024-02-13 18:22:58,4.411909580230713,32.75390338897705
56,100,100,3,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0225760831433832,3.6910799995528783e-07,2024-02-13 18:25:27,4.82759165763855,50.04376149177551
83,1000,1000,3,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.001299604324235,2.0139589003514e-07,2024-02-13 18:34:06,50.79236197471619,414.9495530128479
81,1000,1000,2,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9992558211922737,1.567373461442794e-07,2024-02-13 18:33:12,78.73908424377441,509.401264667511
61,1000,1000,4,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0010540896504887,1.9916963357126633e-07,2024-02-13 18:39:00,38.608227491378784,592.2734475135803
62,1000,1000,5,1.0,sig,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.0012253942354064,2.0436436569782747e-07,2024-02-13 18:41:30,38.42523407936096,648.4244012832642
64,100,100,3,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.157076124832302,4.964873613812623e-07,2024-02-13 18:22:22,4.716569662094116,39.80721354484558
105,100,100,4,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-1.2609882039160252,8.186896923475069e-07,2024-02-13 18:27:35,6.147653102874756,61.69275164604187
95,1000,1000,3,1.0,log,0.001,0.1,0.02,1.0,,3,101,256,4096,0.1,32,1048576,tX,-0.9991016204504095,1.5424986089724182e-07,2024-02-13 18:36:20,82.42879176139832,581.4044415950775
