,dscrt_train,dscrt,N,H,space,kappa,kappa_T,sigma,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
39,1000,1000,2,0.7,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.11005772767450749,0.0023427978641346494,2024-03-01 18:21:21,1774.312875509262,95.78671622276306
13,1000,1000,1,0.7,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.00282025951208995,0.0021458980363825166,2024-03-01 17:54:29,396.2488000392914,52.46647930145264
49,1000,1000,3,0.7,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.13046670452095357,0.002363488536385446,2024-03-01 19:03:03,3995.338449239731,140.47232961654663
50,1000,1000,3,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.410692184110229,0.0026346169959977736,2024-03-01 20:25:12,8829.742407798767,152.72756338119507
12,1000,1000,1,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.08426231459803622,0.0021086044501576963,2024-03-01 19:12:03,4909.800844669342,78.1294276714325
76,1000,1000,4,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.4338040694420085,0.002650683400936434,2024-03-01 20:40:18,9636.134646177292,168.0790560245514
17,1000,1000,6,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.3997881137534458,0.002620483149943095,2024-03-01 20:19:56,6420.2307760715485,498.8305265903473
71,1000,1000,4,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.42277605990491846,0.0026051256244463937,2024-03-01 19:50:11,6367.191819906235,217.6604778766632
18,1000,1000,5,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.41404676309399346,0.0025501037889349982,2024-03-01 20:44:42,8923.422015666962,330.9964542388916
28,1000,1000,1,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.007646618645245289,0.0020116337595084553,2024-03-01 17:55:27,452.25310158729553,52.40851640701294
66,1000,1000,7,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.4005522791020759,0.002617644024588581,2024-03-02 17:28:34,74875.65898346901,1756.9072744846344
61,1000,1000,6,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.41075962221281415,0.002630179500516631,2024-03-02 01:47:04,25729.886016368866,551.2404699325562
40,1000,1000,2,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.3991428556754445,0.002550611603520917,2024-03-01 19:57:31,7341.084993839264,126.23553276062012
37,1000,1000,2,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.37255470036435256,0.002496912491071585,2024-03-01 18:18:01,1568.0754306316376,96.46382117271423
57,1000,1000,7,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.40998461470463227,0.0026828454240309554,2024-03-01 21:36:48,7321.0210044384,1098.4572834968567
63,1000,1000,5,0.9,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.425391100580952,0.002665303902698131,2024-03-01 22:33:59,15583.113416910172,309.2719519138336
38,1000,1000,3,0.9,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.45767464339526026,0.0027079494847663116,2024-03-01 18:54:49,3532.501942873001,136.13065338134766
33,1000,1000,1,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.012851951983192696,0.0019451194797078246,2024-03-01 17:51:38,353.95120000839233,30.675450563430786
4,1000,1000,5,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.62568393242695,0.0026287485943020036,2024-03-01 20:38:49,8747.634561538696,300.998423576355
5,1000,1000,4,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.6754382588807983,0.0027752425890884298,2024-03-01 19:38:32,5905.618537425995,178.540203332901
46,1000,1000,2,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.53949919598586,0.0024796740111551066,2024-03-01 17:58:26,722.162299156189,42.481659173965454
56,1000,1000,7,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.7309985482708752,0.002819242932045896,2024-03-02 12:41:44,59642.2718167305,1435.4180433750153
73,1000,1000,4,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.6830078172517515,0.0027462878780890954,2024-03-01 20:22:34,8750.919881105423,142.00199794769287
72,1000,1000,7,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.625558521533971,0.002548938445224607,2024-03-01 21:04:03,6206.013183355331,956.8821539878845
36,1000,1000,3,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.6871489157656376,0.0027385976745293913,2024-03-01 19:03:33,4145.694228172302,121.69886231422424
19,1000,1000,5,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.7469143611559843,0.002878044042617804,2024-03-01 22:47:23,16556.44667315483,282.9431471824646
20,1000,1000,6,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.7706899302620263,0.002913596358322879,2024-03-02 02:08:10,27041.17031812668,534.9820172786713
34,1000,1000,2,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.7331362283664294,0.0027877599169861076,2024-03-01 19:30:53,5995.221273183823,74.97380447387695
31,1000,1000,1,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.7016805274082949,0.0027770492705944776,2024-03-01 19:19:22,5397.1096885204315,64.57937526702881
15,1000,1000,6,1.0,sig,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.6219984945790336,0.002624230114105021,2024-03-01 20:20:01,6519.311305999756,485.27814745903015
41,1000,1000,3,1.0,log,0.001,0.1,0.02,1.0,,2,21,16384,262144,1,32,262144,tX,-0.7122364977625419,0.002832429450259367,2024-03-01 20:51:13,10512.314309835434,135.21261024475098
