,dscrt_train,dscrt,N,H,space,kappa,kappa_T,sigma,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
0,100,100,5,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.18394968904649012,0.010890220352471586,2024-02-29 09:19:45,2168.7024779319763,1.8342814445495605
43,100,100,3,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.16900056163614766,0.010849969725464549,2024-02-29 09:02:31,1153.5308060646057,0.7852671146392822
82,100,100,5,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.1939612656779667,0.011056145339861361,2024-02-29 09:07:44,1445.9676802158356,2.102177619934082
35,100,100,4,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.18894104466835446,0.010685728319460285,2024-02-29 08:58:14,886.6577875614166,0.6580281257629395
32,100,100,2,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.13666177050700318,0.01069419611512623,2024-02-29 08:54:47,696.6682922840118,0.44803786277770996
29,100,100,4,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.21093532559471315,0.010766136578086265,2024-02-29 08:52:28,555.3901200294495,0.877281904220581
26,100,100,2,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.1481158497165907,0.010983867646435247,2024-02-29 08:46:39,192.2764687538147,0.5575664043426514
75,100,100,1,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.020608878069443247,0.009981277048236098,2024-02-29 08:54:59,694.4224350452423,0.450772762298584
10,100,100,7,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.16561032576638832,0.01077854813699986,2024-02-29 11:14:28,8757.042118549347,9.373656272888184
48,100,100,3,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.20008797457221447,0.01079447968614309,2024-02-29 08:49:28,358.9077944755554,0.7895960807800293
81,100,100,1,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,0.013229291930726299,0.009986268058594998,2024-02-29 08:45:06,80.00448274612427,0.3027050495147705
3,100,100,7,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.20817235503726902,0.010420111468821882,2024-02-29 09:55:09,4038.886006593704,5.844787836074829
7,100,100,6,0.25,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.21581976284592277,0.010851273709217998,2024-02-29 09:22:19,2309.179164171219,3.329562187194824
1,100,100,6,0.25,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.18613606967135235,0.01071791723198721,2024-02-29 09:46:38,3765.742555141449,3.4453675746917725
30,100,100,4,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.08608541158045584,0.010203693761522935,2024-02-29 08:58:12,882.8310058116913,0.6797547340393066
27,100,100,3,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.0880645465816273,0.010225586927477884,2024-02-29 08:48:26,276.984965801239,0.5834155082702637
6,100,100,7,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.09947302531547997,0.010221268676280036,2024-02-29 09:53:19,3917.0341839790344,5.701735496520996
25,100,100,2,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.06361434062520915,0.010343323690030095,2024-02-29 08:58:28,923.5785231590271,0.6056697368621826
22,100,100,2,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.06763357055353016,0.01011237092038282,2024-02-29 08:46:48,172.94301319122314,0.5439398288726807
68,100,100,1,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.011033656474720457,0.009603513119497777,2024-02-29 08:45:05,104.59975028038025,0.3132190704345703
8,100,100,6,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.07028667069164024,0.010260397616295129,2024-02-29 09:59:42,4483.137332677841,4.824469089508057
70,100,100,5,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.09753175639150402,0.01012544173466955,2024-02-29 09:08:05,1449.9930653572083,2.0943455696105957
16,100,100,6,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.08603709239779278,0.010300065923733254,2024-02-29 09:16:56,1875.8157224655151,2.7461838722229004
77,100,100,1,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,,,2024-02-29 08:54:00,631.3646278381348,0.41242074966430664
78,100,100,5,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.0968887750815732,0.010207351429684226,2024-02-29 09:19:37,2160.539756298065,1.811859369277954
51,100,100,3,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.07844745450409354,0.010196694721531174,2024-02-29 09:04:52,1286.9461488723755,0.829143762588501
53,100,100,4,0.3333333333333333,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.0951290430578081,0.010063879941331145,2024-02-29 08:52:29,555.0344197750092,0.8598148822784424
2,100,100,7,0.3333333333333333,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.09279796078804407,0.010084958779711132,2024-02-29 11:12:30,8627.303009748459,9.410918951034546
62,100,100,1,0.5,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.001853071734724996,0.009228116374955662,2024-02-29 08:56:48,801.5922989845276,0.5175385475158691
54,100,100,5,0.5,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.003670476418857954,0.00918090407245637,2024-02-29 09:07:36,1431.5483696460724,2.0554721355438232
55,100,100,1,0.5,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.0018010530203462832,0.008937930318881833,2024-02-29 08:45:00,118.17585563659668,0.4074685573577881
45,100,100,2,0.5,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,0.004464487922532444,0.009124140217786252,2024-02-29 08:46:52,199.8240203857422,0.5706756114959717
60,100,100,4,0.5,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,0.0044114252973154935,0.00912510087472571,2024-02-29 09:07:26,1432.2166304588318,1.1416702270507812
80,100,100,7,0.5,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.0010906926440340209,0.00938608515885063,2024-02-29 09:55:44,4030.5999236106873,5.871600389480591
9,100,100,7,0.5,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.004639242780301775,0.009134001625598838,2024-02-29 11:05:15,8145.229897975922,9.066396713256836
67,100,100,4,0.5,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,0.0009007852805100799,0.00909673787741879,2024-02-29 08:58:50,913.8027682304382,1.3467750549316406
47,100,100,3,0.5,sig,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.010862891595448159,0.00905143695707216,2024-02-29 08:48:47,280.15929675102234,0.5807020664215088
23,100,100,2,0.5,log,0.001,0.1,0.02,1.0,,3,51,16384,16384,1,32,16384,tX,-0.002131173264040731,0.009118011793335231,2024-02-29 08:59:06,934.5425682067871,0.588904857635498
