,dscrt_train,dscrt,N,H,space,penalty,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,save_model,res,err,time,train_time,eval_time
214,1000,1000,4,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0813523592565359,0.0001449721399198836,2024-03-01 12:42:08,3205.960490465164,134.0580563545227
170,100,100,4,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08211123057133969,0.00014525013388867817,2024-03-01 11:26:05,741.2804083824158,16.763334035873413
186,1000,1000,2,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0818619122249681,0.00014523521507044652,2024-03-01 13:47:19,7664.861903429031,137.09607362747192
194,1000,1000,4,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08105260586533634,0.00014369543169335625,2024-03-01 14:16:31,8432.60495352745,200.1738874912262
67,100,100,5,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08196949694884809,0.00014454809969847364,2024-03-01 11:34:44,919.8052706718445,22.162238121032715
60,1000,1000,3,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08117125665596446,0.0001449851445307458,2024-03-01 13:00:48,4454.0590217113495,211.98394989967346
5,1000,1000,2,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.085071567235049,0.00015538232663715604,2024-03-01 12:02:31,1679.3706448078156,108.09304642677307
63,100,100,3,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08198877825889776,0.000143496451580403,2024-03-01 11:23:50,727.8261606693268,17.12888741493225
66,100,100,1,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.10977041734711875,0.00023316867149541257,2024-03-01 11:11:14,43.497692346572876,4.965333700180054
24,1000,1000,5,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08174368528139077,0.00014538765917470787,2024-03-01 14:27:47,7006.374952316284,315.75354075431824
14,100,100,3,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08218600694415114,0.00014580603271803944,2024-03-01 11:17:17,351.40764331817627,15.220681428909302
56,1000,1000,5,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08117294331611827,0.00014296479900846088,2024-03-01 15:51:10,12078.67724442482,300.0390055179596
83,100,100,2,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08601019917249694,0.00015603128680891627,2024-03-01 11:13:07,131.92824792861938,10.122057914733887
87,100,100,5,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08229056391551112,0.00014765581140786173,2024-03-01 11:28:04,530.159307718277,20.7395601272583
146,1000,1000,3,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0813729610030869,0.00014497072118894295,2024-03-01 13:49:02,7391.093375444412,182.24428153038025
99,100,100,2,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08214675812124528,0.00014513441511617152,2024-03-01 11:22:29,672.2797899246216,13.169122695922852
133,1000,1000,1,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.10912146083619953,0.00023259349820211017,2024-03-01 11:36:05,541.3110785484314,76.08834433555603
73,100,100,1,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.09236086145610084,0.00017009158275041418,2024-03-01 11:16:50,368.35506415367126,7.701873779296875
149,100,100,4,0.7,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08223795718253946,0.00014614105415921704,2024-03-01 11:22:26,497.71964025497437,21.119945526123047
122,1000,1000,1,0.7,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.09169282398615994,0.00016947554546533313,2024-03-01 12:56:54,5162.778418302536,114.78860211372375
90,100,100,2,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06544399810522177,0.00012580533707370884,2024-03-01 11:23:46,745.078610420227,13.8850679397583
36,1000,1000,3,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06472158991870085,0.00012710371563443666,2024-03-01 12:46:32,3759.9281601905823,161.1648313999176
86,100,100,5,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06498434272947878,0.00012492158705348206,2024-03-01 11:34:42,916.7086927890778,22.545753240585327
203,1000,1000,4,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.064670923740471,0.0001248794791226303,2024-03-01 14:33:00,9504.063448429108,169.05273628234863
191,100,100,4,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06572030688505162,0.000128242925218859,2024-03-01 11:18:51,317.45241832733154,13.35580062866211
125,100,100,1,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0961089058540682,0.0002229300718438268,2024-03-01 11:11:42,61.72601294517517,7.592078685760498
6,1000,1000,5,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06486608301978149,0.00012657070953826208,2024-03-01 14:36:11,7393.5836181640625,318.13220262527466
208,1000,1000,2,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0683426696401594,0.0001358854609682443,2024-03-01 11:53:23,1182.40230178833,100.18356943130493
130,1000,1000,1,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.07317197605689364,0.00014323742283496813,2024-03-01 13:00:44,5331.258065223694,117.4919376373291
178,1000,1000,4,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06498605547878163,0.00012728496658056618,2024-03-01 13:28:54,5462.6532509326935,220.81218457221985
76,1000,1000,1,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.09478408752079362,0.00022129211078418575,2024-03-01 11:38:52,652.6393411159515,81.4416720867157
1,100,100,3,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06520784183864321,0.0001255723245034023,2024-03-01 11:23:56,732.8844199180603,17.280101537704468
18,100,100,3,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06540073741730248,0.0001274251000116657,2024-03-01 11:17:09,344.86377215385437,14.85494065284729
144,100,100,4,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0650369730188744,0.00012529376581249643,2024-03-01 11:25:50,728.1630458831787,16.46204137802124
71,100,100,1,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.07409607494528667,0.00014442948917059746,2024-03-01 11:16:52,371.3140072822571,7.603894472122192
23,1000,1000,5,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06488416631929902,0.0001250191634600192,2024-03-01 15:53:30,12233.749689340591,299.17948627471924
93,100,100,5,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06567347666476032,0.00012787944256420424,2024-03-01 11:34:53,855.0736184120178,32.73341107368469
10,1000,1000,2,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06482149801211047,0.00012509053063685987,2024-03-01 13:31:45,6850.09334731102,136.20432305335999
55,1000,1000,3,0.8,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06440218358063816,0.00012497884980577375,2024-03-01 13:59:16,7920.654501438141,184.96983885765076
139,100,100,2,0.8,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.06924482861734832,0.0001376626523981784,2024-03-01 11:13:26,149.7448856830597,10.349926710128784
96,100,100,5,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05019729489403702,0.00010916834172042752,2024-03-01 11:41:07,1229.5366842746735,32.17966675758362
120,1000,1000,1,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08283945368979818,0.000210490777443675,2024-03-01 11:36:16,493.971396446228,74.7978162765503
188,1000,1000,5,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05061616686146796,0.000112664568852202,2024-03-01 14:33:32,7179.403277158737,310.0466032028198
118,100,100,1,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.055493137924679525,0.00011657437879564094,2024-03-01 11:19:35,510.21278500556946,11.38830852508545
209,1000,1000,2,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.04972194224730875,0.00010759804392279865,2024-03-01 13:38:58,7147.334289073944,155.876855134964
190,1000,1000,2,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.053987729013707714,0.00012216593136462895,2024-03-01 12:00:21,1568.4492671489716,106.37324237823486
29,100,100,3,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05012587196964614,0.00010834020105598822,2024-03-01 11:23:38,718.5740311145782,16.590245723724365
204,100,100,4,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05119134375320599,0.00011370349664806334,2024-03-01 11:23:15,486.9730875492096,20.54248309135437
107,100,100,1,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.08403623077972174,0.00021303973970482646,2024-03-01 11:11:25,45.72389006614685,7.4852941036224365
9,1000,1000,5,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.049462610412236686,0.00010751928143960423,2024-03-01 16:08:55,13073.993052959442,295.13116216659546
45,1000,1000,3,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.04945932626933753,0.00010674484611627139,2024-03-01 13:07:15,5295.525293111801,105.3386824131012
174,100,100,2,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05432061117874918,0.0001222076123188673,2024-03-01 11:14:29,197.53718543052673,12.5536208152771
154,100,100,2,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.049877873332380036,0.0001080658247844415,2024-03-01 11:23:48,746.9420802593231,13.988682985305786
50,100,100,3,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05109847481653213,0.00011322262259766205,2024-03-01 11:17:08,343.698677778244,14.86467957496643
138,1000,1000,4,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05093639213087795,0.00011358677389334434,2024-03-01 13:55:43,6782.7174162864685,264.800172328949
111,100,100,5,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05110140434645159,0.00011314134855165385,2024-03-01 11:34:04,806.9547874927521,32.70191788673401
184,100,100,4,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.05009339488982928,0.00010873439187413762,2024-03-01 11:27:22,753.1241400241852,16.900130033493042
4,1000,1000,3,0.9,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.050975925223397896,0.00011326787420212468,2024-03-01 12:12:41,2123.6773614883423,90.52424716949463
77,1000,1000,1,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.055125687219362944,0.00011577141527935694,2024-03-01 13:03:20,5476.978719472885,115.01519417762756
158,1000,1000,4,0.9,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.04957464039760563,0.00010714463202141032,2024-03-01 14:41:08,9974.566775798798,177.2174391746521
105,100,100,1,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.07355159496063346,0.00020218867876100287,2024-03-01 11:11:05,37.322816133499146,4.71918797492981
11,1000,1000,3,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.035009785666749296,9.68364319077564e-05,2024-03-01 13:09:46,5487.898310422897,91.33244371414185
212,100,100,4,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.03493057283636465,9.654135390120082e-05,2024-03-01 11:30:59,946.3986518383026,15.907284021377563
110,100,100,5,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.03480943673954838,9.580265105294432e-05,2024-03-01 11:40:48,1229.089256286621,29.245850086212158
150,1000,1000,2,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.041119729790103726,0.00011347224664471434,2024-03-01 11:51:40,1181.8800041675568,77.65416550636292
185,1000,1000,2,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.03468132741212415,9.658599067260332e-05,2024-03-01 14:12:07,9132.596055984497,155.8911120891571
27,1000,1000,3,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.037782344777008814,0.0001042122337497303,2024-03-01 12:02:24,1470.7306733131409,73.34966015815735
28,100,100,4,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.038045879519431385,0.0001049551230047185,2024-03-01 11:24:22,533.268239736557,18.671378135681152
123,1000,1000,1,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.03472484828400617,9.599710700397625e-05,2024-03-01 13:00:00,5347.944437742233,92.19841027259827
187,1000,1000,5,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.034832520558869526,9.624461308993179e-05,2024-03-01 15:58:09,12350.860665798187,271.12383556365967
132,1000,1000,1,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.07314908398661012,0.00020210995414633614,2024-03-01 11:31:31,418.66771507263184,30.182546377182007
88,100,100,5,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.037926763913062676,0.00010503081802539261,2024-03-01 11:33:32,796.5090222358704,29.118104934692383
47,1000,1000,4,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.038051951341550344,0.00010537922969111312,2024-03-01 13:18:08,5065.846414804459,172.14664673805237
48,100,100,3,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0378872500365216,0.00010438903816500941,2024-03-01 11:14:40,215.6435627937317,11.710239171981812
167,1000,1000,5,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.0379568506651681,0.0001047459694973512,2024-03-01 14:39:29,7446.125000715256,295.08888030052185
162,100,100,2,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.03517138433370848,9.751492315376907e-05,2024-03-01 11:24:18,778.4763224124908,13.339557409286499
65,100,100,3,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.035141376733987456,9.749851256733171e-05,2024-03-01 11:23:13,712.8465456962585,13.762072086334229
156,1000,1000,4,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.035014433823244435,9.672398788778842e-05,2024-03-01 14:13:02,8354.791117429733,172.45571970939636
114,100,100,1,1.0,log,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.034953842795279154,9.643308470778788e-05,2024-03-01 11:18:59,492.60025215148926,8.60390305519104
219,100,100,2,1.0,sig,0.1,0.0,,2,21,16384,262144,1.0,32,262144,tX,True,0.04110276453798201,0.0001139847615276629,2024-03-01 11:13:11,149.41552996635437,7.794358015060425
