,dscrt_train,dscrt,N,H,space,penalty,initial,constraint,restarts,steps_per_restart,epochs,batch_size,n_batches,validation_size,learning_rate,optim,nn_dropout,max_gb,MC_,sig_comp,save_model,res,err,time,train_time,eval_time
59,1000,1000,5,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10036028996178961,9.002344667004964e-05,2024-05-21 22:53:49,2286.8275368213654,2282.281701564789
78,100,100,5,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10142737756748957,8.449997824625172e-05,2024-05-21 16:10:48,3877.3194918632507,130.5449616909027
80,100,100,1,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.1130405542503121,9.771631233695636e-05,2024-05-21 15:13:40,3145.8569939136505,81.37456321716309
166,100,100,4,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10214183403546298,8.536202108518209e-05,2024-05-21 15:34:20,3688.4591085910797,197.44394421577454
52,100,100,3,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.1015728787014045,8.484225745421459e-05,2024-05-21 15:22:56,3368.874779701233,103.52837705612183
210,1000,1000,2,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10093882318434455,9.154281083585247e-05,2024-05-21 19:16:33,12551.031955718994,412.13392782211304
41,1000,1000,5,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10059211165650316,9.008880656742164e-05,2024-05-21 20:47:42,4401.97429060936,969.9777693748474
104,100,100,2,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10214788123775509,8.402427149386746e-05,2024-05-21 15:07:28,2719.1189703941345,93.52302598953247
43,1000,1000,3,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10052749069352318,9.10146954511073e-05,2024-05-21 18:37:34,8618.627736091614,498.95846247673035
30,1000,1000,4,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.1004999185957723,9.03001961232206e-05,2024-05-21 17:59:18,4616.545600891113,403.24423909187317
121,1000,1000,1,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.11227016587644498,0.00010810208458526715,2024-05-21 22:10:39,21773.919462442398,625.9722509384155
181,1000,1000,4,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10040014244669314,9.059882623316446e-05,2024-05-21 18:46:18,2298.8323969841003,1162.835881948471
103,1000,1000,1,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.11187384376676068,0.00010725061278055821,2024-05-21 20:50:11,18172.271130800247,444.13908863067627
115,100,100,2,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.1026885444396858,8.502930227633336e-05,2024-05-21 15:07:33,2788.6646025180817,86.5422956943512
70,100,100,5,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10106782768018692,8.198564271818256e-05,2024-05-21 15:52:31,1961.601984500885,246.57656717300415
92,100,100,1,0.6,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.112785591174412,9.779815882079885e-05,2024-05-21 14:53:59,2133.721982717514,51.11527442932129
189,1000,1000,2,0.6,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.10090450109153712,9.094689154894976e-05,2024-05-21 17:53:23,6688.686044216156,540.5885705947876
214,1000,1000,4,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08078597625255259,7.863230177316019e-05,2024-05-21 18:47:38,2334.081629037857,1158.3161990642548
170,100,100,4,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08152105678244352,7.150269911355418e-05,2024-05-21 15:23:51,3633.430180311203,97.92211031913757
186,1000,1000,2,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08153427336253982,8.00345077062229e-05,2024-05-21 19:19:24,12718.168798923492,410.28371572494507
194,1000,1000,4,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08096316289391375,8.043642921490106e-05,2024-05-21 18:32:42,5464.701853990555,577.2462556362152
67,100,100,5,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08145042422978689,7.309264971898282e-05,2024-05-21 16:00:16,3273.995043039322,101.93488478660583
60,1000,1000,3,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08107745208608022,8.011811501733479e-05,2024-05-21 17:58:42,4056.166344165802,799.440304517746
5,1000,1000,2,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08160228190646346,7.932045409964046e-05,2024-05-21 17:42:02,6262.744317293167,508.79491448402405
63,100,100,3,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08145997488424137,7.180499466843016e-05,2024-05-21 15:03:43,2644.4392199516296,66.30286979675293
66,100,100,1,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.09280663508879318,8.5550666922038e-05,2024-05-21 15:04:22,2640.4418444633484,69.64190125465393
24,1000,1000,5,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08096011535024744,7.941901737305369e-05,2024-05-21 22:33:16,2149.666177749634,2137.779375076294
14,100,100,3,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08147662467096373,7.183585076598052e-05,2024-05-21 15:20:07,3406.8324122428894,105.44201016426086
56,1000,1000,5,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08075726841854296,8.01697599968095e-05,2024-05-21 20:54:10,4438.056025981903,994.0672652721405
83,100,100,2,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08223483539745013,7.16852622962901e-05,2024-05-21 14:59:04,2338.381270170212,69.43170499801636
87,100,100,5,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08134591143412562,7.110655283144803e-05,2024-05-21 16:01:04,2182.273008108139,285.67923378944397
146,1000,1000,3,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08063629398762774,7.853429223021057e-05,2024-05-21 18:45:12,8973.225663661957,503.88292145729065
99,100,100,2,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08256560847504062,7.257980339595547e-05,2024-05-21 15:07:48,2799.3368623256683,84.04034566879272
133,1000,1000,1,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.09191833949584974,9.432644863528974e-05,2024-05-21 22:09:19,21851.250905275345,569.5802180767059
73,100,100,1,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.09288915356645677,8.594158687460367e-05,2024-05-21 14:59:13,2405.487015247345,63.05384564399719
149,100,100,4,0.7,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.08150045824654983,7.111246225313595e-05,2024-05-21 15:34:08,3681.912348508835,199.6579349040985
122,1000,1000,1,0.7,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.09221517044912732,9.370259389013037e-05,2024-05-21 20:44:57,17984.83762216568,422.9125952720642
90,100,100,2,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06522729989924099,6.353574920520752e-05,2024-05-21 14:58:08,2352.8047642707825,56.9374577999115
36,1000,1000,3,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06378115028592946,6.882154982676156e-05,2024-05-21 18:06:49,4176.86628818512,861.1593577861786
86,100,100,5,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06437917563714117,6.237352014947828e-05,2024-05-21 16:19:16,4163.640828847885,134.06949472427368
203,1000,1000,4,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06381782832517527,6.899236440692382e-05,2024-05-21 19:16:12,7543.29034614563,687.2497787475586
191,100,100,4,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06429229096266029,6.118734791334043e-05,2024-05-21 15:35:44,3671.624246120453,199.41956114768982
125,100,100,1,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.074127852747135,7.231924864006108e-05,2024-05-21 15:02:18,2555.055275440216,63.16734838485718
6,1000,1000,5,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06446034153401654,7.095648283453378e-05,2024-05-21 21:46:41,1905.8695137500763,1750.2958793640137
208,1000,1000,2,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06485557874586215,6.881521967323284e-05,2024-05-21 17:45:09,6247.717848777771,525.9585359096527
130,1000,1000,1,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.07368741279271582,7.932664227889086e-05,2024-05-21 21:21:34,19793.06676506996,462.2919318675995
178,1000,1000,4,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06399374369090316,6.859441955192655e-05,2024-05-21 18:47:43,2331.3947377204895,1161.4973978996277
76,1000,1000,1,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.07355416928814494,8.001758075332171e-05,2024-05-21 21:29:07,20196.62833404541,472.6919448375702
1,100,100,3,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06441551779488669,6.194762619420887e-05,2024-05-21 15:05:10,2591.5626497268677,66.41754651069641
18,100,100,3,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.0644132917283273,6.253902524520132e-05,2024-05-21 15:27:48,3671.543829202652,130.17067217826843
144,100,100,4,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06445716476787842,6.3390425425921e-05,2024-05-21 15:08:10,2616.693831682205,70.21414017677307
71,100,100,1,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.07412965992142967,7.215816328462348e-05,2024-05-21 14:59:31,2407.1440904140472,62.042760133743286
23,1000,1000,5,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.0640442138112774,6.965671783874275e-05,2024-05-21 20:24:59,3900.2721948623657,802.7122519016266
93,100,100,5,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06461751444348271,6.168914612617129e-05,2024-05-21 16:02:06,2209.65430021286,286.536958694458
10,1000,1000,2,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06452535820255936,6.854262678103187e-05,2024-05-21 19:22:47,12721.195590496063,437.243540763855
55,1000,1000,3,0.8,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06394360932851853,6.831580979165792e-05,2024-05-21 18:44:52,8896.08998465538,510.96296644210815
139,100,100,2,0.8,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.06526110985017115,6.22864489912772e-05,2024-05-21 15:02:37,2525.50044131279,73.47968602180481
96,100,100,5,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04916324106289236,5.303573767262999e-05,2024-05-21 16:14:54,3917.895747423172,127.15088939666748
120,1000,1000,1,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.05520118471748926,6.371438132681575e-05,2024-05-21 21:01:26,18586.837759017944,461.9514408111572
188,1000,1000,5,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.049415879598814494,6.198724693811252e-05,2024-05-21 23:17:19,2387.6358976364136,2437.2104802131653
118,100,100,1,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.05568992868995235,5.7569596902826636e-05,2024-05-21 14:56:33,2284.379462957382,51.61092185974121
209,1000,1000,2,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.049213422740174664,5.871276089917816e-05,2024-05-21 19:31:48,13020.320188045502,440.2795178890228
190,1000,1000,2,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04932680192216979,5.874323374992724e-05,2024-05-21 17:43:35,6299.148992776871,506.98812651634216
29,100,100,3,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04907984488660272,5.328139165587426e-05,2024-05-21 15:05:58,2628.7277200222015,66.5874617099762
204,100,100,4,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04949166011912208,5.41381111518406e-05,2024-05-21 15:36:18,3701.910771369934,199.7082200050354
107,100,100,1,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.055740629614582135,5.8736007152888546e-05,2024-05-21 14:57:50,2317.386402606964,59.43180847167969
9,1000,1000,5,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04899310982324681,5.961507516921617e-05,2024-05-21 21:18:32,4913.520025968552,1113.7834148406982
45,1000,1000,3,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04895470930102678,5.882375130183868e-05,2024-05-21 19:03:38,9499.691251516342,536.4603626728058
174,100,100,2,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04942717634184728,5.283183687478313e-05,2024-05-21 15:00:11,2368.059570789337,86.80108261108398
154,100,100,2,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.049565104222589106,5.371942868045861e-05,2024-05-21 14:59:21,2418.9976699352264,59.5349817276001
50,100,100,3,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.049214979298108565,5.384826652041301e-05,2024-05-21 15:22:46,3380.5027706623077,105.79947543144226
138,1000,1000,4,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.048775508703214815,5.825279407124042e-05,2024-05-21 18:19:36,2010.05033826828,874.2827563285828
111,100,100,5,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04925209839384446,5.22656964116922e-05,2024-05-21 16:01:41,2211.3791680336,283.0314040184021
184,100,100,4,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.04941181994346047,5.3526788714495125e-05,2024-05-21 15:24:40,3581.543367624283,99.10752773284912
4,1000,1000,3,0.9,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.048675754507477034,5.834272652308514e-05,2024-05-21 18:19:40,4348.369991064072,849.5470988750458
77,1000,1000,1,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.055135570882597,6.367600979175316e-05,2024-05-21 20:56:37,18480.785803318024,413.8212900161743
158,1000,1000,4,0.9,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.049043228841381896,5.920997599108435e-05,2024-05-21 18:29:11,5425.714554548264,544.0353953838348
105,100,100,1,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.034718688501239214,4.7957298560149424e-05,2024-05-21 15:13:34,3112.8315753936768,79.86847114562988
11,1000,1000,3,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03447176102320589,5.251587229358327e-05,2024-05-21 18:07:46,7246.9848346710205,279.69199538230896
212,100,100,4,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03480600708969504,4.8079550529254256e-05,2024-05-21 15:25:09,3606.4908895492554,84.65629315376282
110,100,100,5,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03469616280116318,4.787328819672919e-05,2024-05-21 16:14:05,3869.7667396068573,118.17751574516296
150,1000,1000,2,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03432659681167881,5.245794833505944e-05,2024-05-21 17:43:52,6280.067335128784,445.4391438961029
185,1000,1000,2,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03444624944615109,5.2655432477091055e-05,2024-05-21 19:18:19,12665.744522333145,343.59517002105713
27,1000,1000,3,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03449079239821357,5.2679716941972554e-05,2024-05-21 18:40:37,4696.376211166382,931.7510759830475
28,100,100,4,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.034577621701674034,4.7799771641527626e-05,2024-05-21 15:35:36,3668.893932580948,186.0232377052307
123,1000,1000,1,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.034762299907008944,5.3257021368286964e-05,2024-05-21 20:21:56,17013.021485328674,290.9416983127594
187,1000,1000,5,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03437402617235188,5.2540025921661785e-05,2024-05-21 21:03:55,4517.159245729446,924.5668811798096
132,1000,1000,1,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03455897374722061,5.260621118298066e-05,2024-05-21 20:58:31,18622.508884191513,371.91512513160706
88,100,100,5,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03459818862066836,4.772958414193423e-05,2024-05-21 16:01:24,2188.8965113162994,272.7624442577362
47,1000,1000,4,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.0344566798638223,5.286243416174786e-05,2024-05-21 19:02:06,2381.812522649765,1093.032329082489
48,100,100,3,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03459650427220354,4.7752051847587265e-05,2024-05-21 15:21:38,3524.508020877838,94.48804259300232
167,1000,1000,5,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.034802650243235686,5.402729102230887e-05,2024-05-21 21:53:00,1901.2193043231964,1713.7459092140198
162,100,100,2,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03478739310923414,4.8026116654661514e-05,2024-05-21 15:01:26,2558.8842260837555,54.07904672622681
65,100,100,3,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03474719671963271,4.8068961172866655e-05,2024-05-21 15:06:07,2804.6211698055267,57.29347252845764
156,1000,1000,4,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03445965297275168,5.268923814908177e-05,2024-05-21 18:39:04,5518.138600587845,471.9620268344879
114,100,100,1,1.0,log,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03466792950978357,4.7788553990953674e-05,2024-05-21 14:53:01,2116.9711453914642,39.90965008735657
219,100,100,2,1.0,sig,0.1,0.0,,3,3,31,512,1024,131072,0.1,Adam,0.0,32,1048576,tX,True,0.03459227271354625,4.7800294033364615e-05,2024-05-21 15:02:11,2526.4807300567627,65.8618712425232
