,dscrt_train,dscrt,N,H,space,penalty,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
186,1000,1000,2,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08170452621561396,1.1399001708959197e-06,2024-02-14 15:35:03,220.5123770236969,328.9190354347229
194,1000,1000,4,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08083527159449916,1.1229106941975606e-06,2024-02-14 15:50:18,345.3993647098541,607.7093493938446
67,100,100,5,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08435670500186761,1.1615784220136107e-06,2024-02-14 15:26:44,50.79329228401184,132.32302856445312
60,1000,1000,3,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08551649253398556,1.235016656112737e-06,2024-02-14 15:35:40,114.12179899215698,313.98921608924866
5,1000,1000,2,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08552712178743546,1.2471700902495217e-06,2024-02-14 15:30:48,86.27212953567505,210.87944984436035
63,100,100,3,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08192073498136186,1.135597252693785e-06,2024-02-14 15:23:48,24.31402850151062,47.642340660095215
66,100,100,1,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10983384437001367,1.8273104962541772e-06,2024-02-14 15:22:28,6.77003288269043,19.361051082611084
24,1000,1000,5,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08523385639594964,1.2475737615559153e-06,2024-02-14 16:04:21,345.5828251838684,1096.6794822216034
14,100,100,3,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08624715425061634,1.2455944510832513e-06,2024-02-14 15:23:18,11.084531307220459,38.76249361038208
56,1000,1000,5,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08161444246432434,1.129313989994336e-06,2024-02-14 15:59:03,378.78385853767395,796.4758744239807
83,100,100,2,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08601525713724889,1.2263384632469439e-06,2024-02-14 15:22:52,12.091225862503052,40.97888517379761
87,100,100,5,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08597635742861191,1.2574467574947222e-06,2024-02-14 15:26:33,33.44981002807617,138.06007027626038
146,1000,1000,3,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08100317186531489,1.114340844181615e-06,2024-02-14 15:38:03,247.24975633621216,386.27563190460205
99,100,100,2,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08249647702112184,1.152910374733052e-06,2024-02-14 15:23:27,27.94025945663452,59.58314633369446
133,1000,1000,1,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10888243644581214,1.8130724255316606e-06,2024-02-14 15:28:35,71.23903155326843,157.51271772384644
73,100,100,1,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.09283466111001396,1.3323573357108795e-06,2024-02-14 15:23:31,18.90339684486389,35.42682933807373
149,100,100,4,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08633152448689425,1.2619667822283827e-06,2024-02-14 15:24:54,24.002459049224854,85.91743898391724
122,1000,1000,1,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0919475123034229,1.3184620000143593e-06,2024-02-14 15:32:50,195.7115602493286,282.8542733192444
90,100,100,2,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06542541093329254,9.846755274170703e-07,2024-02-14 15:23:26,28.164026975631714,57.3502151966095
36,1000,1000,3,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06951198228812412,1.1061607064532258e-06,2024-02-14 15:36:07,112.51283621788025,307.9475631713867
86,100,100,5,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06519923032374601,9.887646746940956e-07,2024-02-14 15:26:42,48.21715021133423,133.08593606948853
203,1000,1000,4,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06431289985844658,9.791745211117913e-07,2024-02-14 15:51:01,315.7706775665283,615.9410345554352
191,100,100,4,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.07050774032961205,1.1285512002202827e-06,2024-02-14 15:25:01,22.884377241134644,88.11101603507996
125,100,100,1,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.09582016114849647,1.7338117556684308e-06,2024-02-14 15:22:40,10.16087818145752,31.132030963897705
6,1000,1000,5,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.07010686117133148,1.1321477631573426e-06,2024-02-14 16:03:49,324.0157654285431,1074.2763736248016
208,1000,1000,2,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06893837082660996,1.0947998134565475e-06,2024-02-14 15:31:01,83.56487989425659,204.10446047782898
130,1000,1000,1,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0739225464551838,1.1533218598356361e-06,2024-02-14 15:36:16,239.84906339645386,434.167827129364
178,1000,1000,4,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0698326048057761,1.1221782316812211e-06,2024-02-14 15:51:50,238.1505959033966,706.9752442836761
76,1000,1000,1,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.09488513823273836,1.7185335717011602e-06,2024-02-14 15:30:59,102.90830588340759,256.5956587791443
1,100,100,3,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06521494760096046,9.754602097457039e-07,2024-02-14 15:23:41,24.273837566375732,47.950520038604736
18,100,100,3,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.07005858824339285,1.10812262285468e-06,2024-02-14 15:23:20,11.282018423080444,38.86932301521301
144,100,100,4,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06495757994491742,9.756327948411225e-07,2024-02-14 15:24:23,24.357852697372437,52.75376081466675
71,100,100,1,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0743729501374182,1.1458040383351724e-06,2024-02-14 15:23:18,25.08600926399231,53.557292461395264
23,1000,1000,5,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06433572844045513,9.714238331698526e-07,2024-02-14 16:06:36,519.1790733337402,1048.8740332126617
93,100,100,5,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.07041500973746344,1.1331701324255918e-06,2024-02-14 15:26:35,33.80946063995361,138.0703685283661
10,1000,1000,2,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0654176799344739,1.0114515966195003e-06,2024-02-14 15:35:14,215.3292100429535,320.68488931655884
55,1000,1000,3,0.8,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0640906045567837,9.76805012264367e-07,2024-02-14 15:39:15,249.88694596290588,386.37076210975647
139,100,100,2,0.8,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.06972029475314309,1.1064301972397557e-06,2024-02-14 15:22:52,12.100445747375488,40.733826875686646
96,100,100,5,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04988667309435523,8.552058133441883e-07,2024-02-14 15:26:48,51.260863065719604,134.85600876808167
120,1000,1000,1,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.083051022619556,1.6357443149019818e-06,2024-02-14 15:30:56,98.53712391853333,246.09974670410156
188,1000,1000,5,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05622383386547717,1.0191196545776124e-06,2024-02-14 16:04:59,350.82175970077515,1109.424738407135
118,100,100,1,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05601577714786497,9.199943767185591e-07,2024-02-14 15:23:18,25.10601806640625,53.70737552642822
209,1000,1000,2,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05015344649833341,8.650851563156667e-07,2024-02-14 15:38:40,270.0367522239685,448.0553765296936
190,1000,1000,2,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05562386845110577,1.0127387572990284e-06,2024-02-14 15:34:26,119.24668049812317,339.4207491874695
29,100,100,3,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04974923247162249,8.478566426363918e-07,2024-02-14 15:23:43,24.424052000045776,47.96911692619324
204,100,100,4,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05639473363025856,1.0162827206635554e-06,2024-02-14 15:25:11,24.02626872062683,88.87992477416992
107,100,100,1,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08401129762896135,1.659336645326832e-06,2024-02-14 15:22:39,10.011431694030762,30.89865803718567
9,1000,1000,5,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0493720126357364,8.453198396097413e-07,2024-02-14 16:06:33,497.35629773139954,1073.6643488407135
45,1000,1000,3,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04941480528942899,8.423921863461258e-07,2024-02-14 15:39:54,251.2370753288269,388.2729163169861
174,100,100,2,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05491014668441476,9.809620574513133e-07,2024-02-14 15:22:53,12.250243186950684,41.30488634109497
154,100,100,2,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04983077276600046,8.420218164814149e-07,2024-02-14 15:23:27,28.064249992370605,59.069746017456055
50,100,100,3,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.056053822404090015,1.0080869172429399e-06,2024-02-14 15:23:22,10.71231460571289,37.858763456344604
138,1000,1000,4,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05610297247732676,1.0173509219056903e-06,2024-02-14 15:46:09,148.66854190826416,452.7671835422516
111,100,100,5,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05671524705953893,1.0271479736303163e-06,2024-02-14 15:26:33,33.986133098602295,135.92324328422546
184,100,100,4,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0497144926917953,8.448449763324083e-07,2024-02-14 15:24:24,24.591732501983643,52.99523377418518
4,1000,1000,3,0.9,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05541339658293401,9.940737301517726e-07,2024-02-14 15:36:41,115.07649755477905,316.94431352615356
77,1000,1000,1,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.05554384513020059,9.201523263332166e-07,2024-02-14 15:36:36,258.6429271697998,417.9963767528534
158,1000,1000,4,0.9,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04921532861926796,8.46631930678951e-07,2024-02-14 15:47:19,254.92255759239197,435.5614004135132
105,100,100,1,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.07400399866223022,1.5973999762691056e-06,2024-02-14 15:22:25,7.723210573196411,19.693405628204346
11,1000,1000,3,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.038439460003930774,7.890683820729907e-07,2024-02-14 15:43:22,313.6183443069458,488.1507668495178
212,100,100,4,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.03555105951815062,7.674425602083509e-07,2024-02-14 15:24:22,23.411126136779785,45.8957462310791
110,100,100,5,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.03682140115835251,7.903330138855341e-07,2024-02-14 15:25:45,35.62370562553406,89.61798405647278
150,1000,1000,2,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04212777271310596,9.079847741096602e-07,2024-02-14 15:32:33,101.64015650749207,239.68588137626648
185,1000,1000,2,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.039919312978462795,8.243947012986731e-07,2024-02-14 15:37:35,264.1256422996521,375.9042868614197
27,1000,1000,3,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0429235443168398,9.273812179812399e-07,2024-02-14 15:40:26,155.57049465179443,397.46195793151855
28,100,100,4,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04380174233336753,9.438471578553071e-07,2024-02-14 15:24:57,20.662174224853516,75.76426267623901
123,1000,1000,1,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.03516921136208156,7.648374994873208e-07,2024-02-14 15:34:36,234.7579448223114,323.84826850891113
187,1000,1000,5,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.035084190550661705,7.560223317241225e-07,2024-02-14 16:04:19,476.46982407569885,959.7935516834259
132,1000,1000,1,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.0729604549733393,1.5734783548038786e-06,2024-02-14 15:29:13,81.54298257827759,163.32744455337524
88,100,100,5,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.044086035052008386,9.533382626046425e-07,2024-02-14 15:26:19,30.387267351150513,123.27637076377869
47,1000,1000,4,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04350949654938816,9.409921574709044e-07,2024-02-14 15:49:52,192.41030740737915,599.3296265602112
48,100,100,3,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04323414782174427,9.317438829254179e-07,2024-02-14 15:23:42,12.974044561386108,46.06065583229065
167,1000,1000,5,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04370654342977711,9.495565158491713e-07,2024-02-14 16:02:36,317.14399695396423,1003.8483459949493
162,100,100,2,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.03655646958772804,7.809394941649872e-07,2024-02-14 15:23:12,25.519126415252686,47.892378091812134
65,100,100,3,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.035300631900545304,7.62778218278756e-07,2024-02-14 15:23:39,22.35700750350952,39.46963882446289
156,1000,1000,4,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.03522785840341389,7.647971918624019e-07,2024-02-14 15:49:46,287.25220561027527,524.8053085803986
114,100,100,1,1.0,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.03621768022985028,7.788071728651921e-07,2024-02-14 15:23:00,22.63320779800415,39.2833993434906
219,100,100,2,1.0,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.04230724721184576,9.133975417128767e-07,2024-02-14 15:22:37,9.803603172302246,28.84207558631897
