,dscrt_train,dscrt,N,H,space,penalty,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
169,1000,1000,5,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12495952706163571,1.5063855224661238e-06,2024-02-14 16:04:16,462.4189238548279,1036.0776352882385
152,100,100,3,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12501025813152208,1.4677619031111268e-06,2024-02-14 15:24:16,30.573334217071533,66.93099665641785
215,100,100,4,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1269012157469461,1.5410027848261405e-06,2024-02-14 15:24:56,23.935652017593384,88.51760196685791
176,100,100,3,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12746930725132613,1.5387616653335052e-06,2024-02-14 15:24:17,15.400618553161621,57.45067644119263
172,1000,1000,2,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12424413220710649,1.45961502332505e-06,2024-02-14 15:37:56,269.28895378112793,447.5193612575531
202,1000,1000,4,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12378875283538877,1.4512623240597627e-06,2024-02-14 15:44:48,250.3180215358734,424.44987750053406
207,1000,1000,2,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12695337820036748,1.530610362343583e-06,2024-02-14 15:30:26,86.18103432655334,210.36488509178162
134,100,100,2,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1257907744533201,1.4977240057901708e-06,2024-02-14 15:23:25,28.08918023109436,56.851980447769165
109,1000,1000,1,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1346449837469064,1.6927913382833124e-06,2024-02-14 15:36:01,250.54680275917053,414.3214199542999
106,100,100,2,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12819758259975605,1.542531510844399e-06,2024-02-14 15:22:52,11.971282720565796,41.01864314079285
75,100,100,5,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12658255299876656,1.535014919765164e-06,2024-02-14 15:26:25,33.093772411346436,132.83199524879456
54,1000,1000,3,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12413042343305083,1.44354711396806e-06,2024-02-14 15:43:03,350.4529142379761,570.4841885566711
44,100,100,5,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12522001627892237,1.4603922671193593e-06,2024-02-14 15:25:46,36.808279037475586,97.8958032131195
40,1000,1000,5,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1257103384566418,1.5276287303150452e-06,2024-02-14 16:03:23,339.19248151779175,1081.5212607383728
37,1000,1000,3,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1260883272575882,1.5228357102545804e-06,2024-02-14 15:38:41,168.26850605010986,491.68735671043396
31,100,100,4,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12507178343442626,1.4640708546963242e-06,2024-02-14 15:24:54,34.48214149475098,78.51756882667542
97,100,100,1,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.14734928481413892,2.0435770328991144e-06,2024-02-14 15:22:23,6.740596294403076,19.33899188041687
16,1000,1000,4,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.12567343056902422,1.5195810460950607e-06,2024-02-14 15:49:23,216.65182065963745,687.4988238811493
91,100,100,1,0.5,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.13587004368195693,1.6902537445140474e-06,2024-02-14 15:22:52,18.8309543132782,35.37304902076721
100,1000,1000,1,0.5,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1459512580261088,2.0202861158654234e-06,2024-02-14 15:30:40,101.07447218894958,251.3384747505188
201,100,100,4,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10175112242596626,1.3125616414730971e-06,2024-02-14 15:24:54,34.39223885536194,78.35617780685425
148,1000,1000,3,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10410210496628801,1.3803506118893819e-06,2024-02-14 15:38:46,165.62987327575684,492.7390990257263
161,100,100,3,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10225949459597876,1.3103115090648305e-06,2024-02-14 15:24:40,28.290648698806763,66.50263333320618
59,1000,1000,5,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10332475362294939,1.384974103699296e-06,2024-02-14 16:03:31,323.86739349365234,1089.7601654529572
78,100,100,5,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10136373053130812,1.2796415886943708e-06,2024-02-14 15:26:42,51.009416580200195,131.83777809143066
80,100,100,1,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1268255268839203,1.9297944789561234e-06,2024-02-14 15:22:32,6.767627954483032,19.411014318466187
166,100,100,4,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10487612469741958,1.4020313990441875e-06,2024-02-14 15:24:55,23.52551507949829,88.29851460456848
52,100,100,3,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10526237718431995,1.3906312930014012e-06,2024-02-14 15:24:50,15.408854484558105,57.09448218345642
210,1000,1000,2,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10101025196390803,1.2861716699694895e-06,2024-02-14 15:37:58,268.05833864212036,446.9668860435486
41,1000,1000,5,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1007376576870251,1.2865261808135745e-06,2024-02-14 16:04:55,465.67200565338135,1048.3138446807861
104,100,100,2,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10538451978883055,1.3860891303027835e-06,2024-02-14 15:22:53,12.282111644744873,41.236329555511475
43,1000,1000,3,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10110970226926201,1.3164148862795831e-06,2024-02-14 15:42:54,331.6183261871338,582.1920754909515
30,1000,1000,4,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1007855924153018,1.2839770012528654e-06,2024-02-14 15:51:07,381.14783477783203,619.25328373909
121,1000,1000,1,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1256162927148323,1.9119005866551098e-06,2024-02-14 15:28:41,73.4819974899292,160.5715935230255
181,1000,1000,4,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10342024943185751,1.3813253407588441e-06,2024-02-14 15:49:50,217.88768792152405,699.5695238113403
103,1000,1000,1,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.11255666419853691,1.526405002529721e-06,2024-02-14 15:35:33,239.24536514282227,399.8105900287628
115,100,100,2,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10249128544483743,1.2954914960712124e-06,2024-02-14 15:23:27,28.014367818832397,59.43007779121399
70,100,100,5,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.1043074173631936,1.3908881860005576e-06,2024-02-14 15:26:31,35.21204686164856,135.64772391319275
92,100,100,1,0.6,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.11308291651692629,1.5358717838171825e-06,2024-02-14 15:22:59,18.63882040977478,35.271442890167236
189,1000,1000,2,0.6,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.10411398514711201,1.3707914501613945e-06,2024-02-14 15:33:33,126.09246134757996,333.9309604167938
214,1000,1000,4,0.7,sig,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08535953821169102,1.2465268506483957e-06,2024-02-14 15:50:45,233.63787627220154,710.3971498012543
170,100,100,4,0.7,log,0.1,0.0,,3,201,2048,4096,0.1,32,1048576,tX,0.08240101243548678,1.1237699722737651e-06,2024-02-14 15:24:55,36.350005865097046,75.79632925987244
