,dscrt_train,dscrt,N,H,space,penalty,initial,constraint,restarts,epochs,batch_size,validation_size,learning_rate,max_gb,MC_,sig_comp,res,err,time,train_time,eval_time
44,100,100,5,0.5,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.12502944370782976,1.46595760252828e-06,2024-02-14 17:16:21,52.928404331207275,126.83170557022095
40,1000,1000,5,0.5,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.12475531674641,1.5003149487249309e-06,2024-02-14 17:57:17,359.3180401325226,1032.1600511074066
37,1000,1000,3,0.5,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.12532019645781728,1.5059352626439262e-06,2024-02-14 17:28:28,136.86030316352844,318.8031716346741
31,100,100,4,0.5,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.1251516235455518,1.457972290361336e-06,2024-02-14 17:13:00,36.942553997039795,72.57371640205383
97,100,100,1,0.5,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.14719486560673076,2.0437221883203966e-06,2024-02-14 17:08:29,11.723549365997314,29.637479543685913
16,1000,1000,4,0.5,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.1248039944214117,1.4988262674511688e-06,2024-02-14 17:37:54,189.83983373641968,475.3496265411377
91,100,100,1,0.5,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.13613637642697432,1.7327703556762642e-06,2024-02-14 17:09:06,28.78500747680664,48.54127311706543
100,1000,1000,1,0.5,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.14580373538267324,2.0218323629063402e-06,2024-02-14 17:19:55,91.06096339225769,156.09329557418823
201,100,100,4,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10154718914719653,1.3106968648195675e-06,2024-02-14 17:12:42,29.1985924243927,52.55028223991394
148,1000,1000,3,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10325613610384747,1.3598765648631132e-06,2024-02-14 17:32:21,185.38716578483582,454.8834762573242
161,100,100,3,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10142425938731334,1.2988042254594334e-06,2024-02-14 17:10:23,36.9788920879364,66.77738761901855
59,1000,1000,5,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10235643192266113,1.3522225610245275e-06,2024-02-14 17:59:05,374.3490397930145,1099.7212674617767
78,100,100,5,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.1012721163748024,1.2805096601945018e-06,2024-02-14 17:15:41,44.0683958530426,97.60349559783936
80,100,100,1,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.12698611696869272,1.9411910865553857e-06,2024-02-14 17:11:56,16.89309787750244,33.70213747024536
166,100,100,4,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10329068085878015,1.3651518611115363e-06,2024-02-14 17:12:33,17.675365209579468,55.69880557060242
52,100,100,3,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10419191351748061,1.3755970846473805e-06,2024-02-14 17:09:45,13.248819351196289,37.76303577423096
210,1000,1000,2,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10097181783598375,1.2936433389870768e-06,2024-02-14 17:30:39,317.0619580745697,444.3082365989685
41,1000,1000,5,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10045716730787092,1.278991240573175e-06,2024-02-14 18:01:15,569.9326894283295,1063.467429637909
104,100,100,2,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10519414597390099,1.376159658477741e-06,2024-02-14 17:16:56,13.791281938552856,38.11511993408203
43,1000,1000,3,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10069283592299338,1.2866266816696556e-06,2024-02-14 17:32:45,304.51245188713074,402.34407567977905
30,1000,1000,4,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10083652636411981,1.2883254750251044e-06,2024-02-14 17:43:16,377.22162532806396,594.0643291473389
121,1000,1000,1,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.12579529362520175,1.920498403717538e-06,2024-02-14 17:22:31,125.80646061897278,246.59091711044312
181,1000,1000,4,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10250316577844591,1.3552660036765955e-06,2024-02-14 17:43:52,258.9942572116852,695.8404788970947
103,1000,1000,1,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.11247269956649776,1.513381118402184e-06,2024-02-14 17:24:58,240.54909801483154,283.4520149230957
115,100,100,2,0.6,log,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10197958973230822,1.3006146572826854e-06,2024-02-14 17:17:00,31.012651681900024,54.22799634933472
70,100,100,5,0.6,sig,0.1,0.0,,5,301,2048,4096,0.1,32,1048576,tX,0.10321665284786179,1.3602531225599308e-06,2024-02-14 17:15:13,25.674535036087036,87.81925320625305
